time,open_price,high,low,close
2017-07-26 23:59:59,0.10589300096035,0.109012998640537,0.0992655009031296,0.105137996375561
2017-07-27 23:59:59,0.105108000338078,0.108479000627995,0.10088799893856,0.107736997306347
2017-07-28 23:59:59,0.107632003724575,0.109018996357918,0.10147300362587,0.104066997766495
2017-07-29 23:59:59,0.104782000184059,0.111263997852802,0.101107999682426,0.107810996472836
2017-07-30 23:59:59,0.10793499648571,0.108138002455235,0.103161998093128,0.106413997709751
2017-07-31 23:59:59,0.1068279966712,0.108349002897739,0.101599998772144,0.104249998927116
2017-08-01 23:59:59,0.104594998061657,0.106265999376774,0.0961093977093697,0.0998668000102043
2017-08-02 23:59:59,0.0997212007641792,0.101210996508598,0.0973611995577812,0.100451998412609
2017-08-03 23:59:59,0.100327998399735,0.106977999210358,0.0991197004914284,0.106642000377178
2017-08-04 23:59:59,0.106684997677803,0.107755996286869,0.102698996663094,0.107493996620178
2017-08-05 23:59:59,0.10741800069809,0.144653007388115,0.107069998979568,0.128870993852615
2017-08-06 23:59:59,0.129292994737625,0.132988005876541,0.12737999856472,0.130998998880386
2017-08-07 23:59:59,0.133957996964455,0.149764999747276,0.133300006389618,0.148847997188568
2017-08-08 23:59:59,0.148998007178307,0.226925000548363,0.14776599407196,0.224420994520187
2017-08-09 23:59:59,0.224748000502586,0.260625004768372,0.222157999873161,0.242911994457245
2017-08-10 23:59:59,0.251827001571655,0.349976003170013,0.245051994919777,0.349079012870789
2017-08-11 23:59:59,0.348785012960434,0.4096539914608,0.31106698513031,0.392571985721588
2017-08-12 23:59:59,0.392192989587784,0.475991994142532,0.337588995695114,0.446364998817444
2017-08-13 23:59:59,0.44598999619484,1.02263998985291,0.44598999619484,0.876828014850616
2017-08-14 23:59:59,0.872918009757996,1.46338999271393,0.735764026641846,1.29557001590729
2017-08-15 23:59:59,1.32709002494812,1.3789199590683,0.923371970653534,1.05655002593994
2017-08-16 23:59:59,1.11968994140625,1.4527200460434,1.07869005203247,1.43724000453949
2017-08-17 23:59:59,1.43696999549866,2.11131000518799,1.32363998889923,1.96714997291565
2017-08-18 23:59:59,1.92518997192383,2.75412011146545,1.894700050354,2.3840000629425
2017-08-19 23:59:59,2.33439993858337,2.33439993858337,1.81993997097015,2.09336996078491
2017-08-20 23:59:59,2.10821008682251,2.68944001197815,2.07581996917725,2.50257992744446
2017-08-21 23:59:59,2.43074989318848,2.90892004966736,2.43074989318848,2.70110988616943
2017-08-22 23:59:59,2.72445011138916,2.72445011138916,2.22479009628296,2.48527002334595
2017-08-23 23:59:59,2.47396993637085,2.9554500579834,2.47396993637085,2.58043003082275
2017-08-24 23:59:59,2.62736010551453,2.66396999359131,2.28338003158569,2.37931990623474
2017-08-25 23:59:59,2.39056992530823,2.72996997833252,2.39056992530823,2.49687004089355
2017-08-26 23:59:59,2.53038001060486,2.5388400554657,1.96055996417999,2.16935992240906
2017-08-27 23:59:59,2.17997002601624,2.31354999542236,1.85801994800568,2.00518989562988
2017-08-28 23:59:59,2.0214900970459,2.16742992401123,1.96280002593994,2.04290008544922
2017-08-29 23:59:59,2.10625004768372,2.32757997512817,1.98973000049591,2.32757997512817
2017-08-30 23:59:59,2.28193998336792,2.36535000801086,2.09455990791321,2.35004997253418
2017-08-31 23:59:59,2.3282299041748,2.40814995765686,2.19644999504089,2.20378994941711
2017-09-01 23:59:59,2.20168995857239,2.38898992538452,2.11651992797852,2.3841700553894
2017-09-02 23:59:59,2.5,2.84927010536194,1.72247004508972,1.99267995357513
2017-09-03 23:59:59,1.92548000812531,2.01929998397827,1.42417001724243,1.5757999420166
